Category Name,Zikar Name,Arabic,Translation,Benefit Text,Illustration
Daily Duas,Forgetting to recite Bismillah,بِسْمِ اللهِ فِىْۤ اَوَّلِهٖ وَاٰخِرِهٖ,In the name of Allah in the beginning and end.,"Narrated Umm Kulthum (RA): From 'Aishah (RA) that the Messenger of Allah (ﷺ) said: ""When one of you eats food, then let him say: 'Bismillah.' If he forgets in the beginning, then let him say: 'Bismillah Fi Awwalihi Wa Akhirih (In the Name of Allah in its beginning and its end).""","A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Daily Duas,After meals,اَلْحَمْدُ لِلّٰهِ,Three alternate duas reported for after meals. Tap through to view each.,"Sahl bin Mu'adh bin Anas (RA) narrated from his father that: The Messenger of Allah (ﷺ) said: ""Whoever eats food and then says: 'All praise is due to Allah who fed me this and granted it as provision to me, without any effort from me nor power (Al-hamdulillah, alladhi at'amani hadha wa razaqanihi min ghairi hawlin minni, wa la quwwatin),' his past sins shall be forgiven.""","A golden scale tipping fully to the side of good deeds, soft warm light radiating from the heavier pan."
Daily Duas,Start of Wudu,بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيْمِ,"In the name of Allah, the Entirely Merciful, the Especially Merciful.","Narrated Nu`am Al-Mujmir (RA): Once I went up the roof of the mosque, along with Abu Huraira (RA). He performed ablution and said, ""I heard the Prophet (ﷺ) saying, 'On the Day of Resurrection, my followers will be called Al-Ghurr-ul-Muhajjalun from the trace of ablution and whoever can increase the area of his radiance should do so.' i.e. by performing ablution regularly.""","The Kaaba framed by a soft amber dawn sky, pilgrims in white circling quietly, hands raised in remembrance."
Daily Duas,Completion of Wudu,اَشْهَدُ اَنْ لَّاۤ اِلٰهَ اِلَّا اللهُ، وَحْدَهٗ لَا شَرِيْكَ لَهٗ، وَاَشْهَدُ اَنَّ مُحَمَّدًا عَبْدُهٗ وَرَسُوْلُهٗ,I testify that there is no one worthy of worship besides Allah. He is all by Himself and has no partner and I testify that Muhammad is Allah's messenger (Rasool).,"Uqba b. 'Amir al-Juhani (RA) reported: Verily the Messenger of Allah (ﷺ) said and then narrated (the hadith) like one (mentioned above) except (this) that he said: He who performed ablution and said: I testify that there is no god but Allah, the One, there is no associate with Him and I testify that Muhammad is His servant and His Messenger.","Clear water flowing gently over open hands above a small brass basin, soft droplets catching the light."
Daily Duas,Entering the Masjid,بِسْمِ اللهِ، وَالصَّلَاةُ وَالسَّلَامُ عَلٰى رَسُوْلِ اللهِ، اَللّٰهُمَّ افْتَحْ لِيْۤ اَبْوَابَ رَحْمَتِكَ,"In the Name of Allah, and peace and blessings be upon the Messenger of Allah. O Allah, open the doors of mercy.","It was narrated that 'Abdul-Malik bin Sa'eed (RA) said: I heard Abu Humaid and Abu Usaid say: 'The Messenger of Allah (ﷺ) said: When any one of you enters the Masjid, let him say: 'Allahumma aftahli abwaba rahmatik (O Allah, open to me the gates of your mercy). And when he leaves let him say: Allahumma inni as'aluka min fadlik (O Allah, I ask You of Your bounty).","Pink and white rose petals drifting upward toward elegant calligraphy of the Prophet’s name, soft gold halo around it."
Daily Duas,Leaving the Masjid,بِسْمِ اللهِ، وَالصَّلَاةُ وَالسَّلَامُ عَلٰى رَسُوْلِ اللهِ، اَللّٰهُمَّ اِنِّيْۤ اَسْاَلُكَ مِنْ فَضْلِكَ,"In the Name of Allah, and peace and blessings be upon the Messenger of Allah. O Allah, I ask for Your favour, O Allah, verily I seek from You, Your bounty.","It was narrated that 'Abdul-Malik bin Sa'eed (RA) said: I heard Abu Humaid and Abu Usaid say: 'The Messenger of Allah (ﷺ) said: When any one of you enters the Masjid, let him say: Allahumma aftahli abwaba rahmatik. And when he leaves let him say: Allahumma inni as'aluka min fadlik.","Pink and white rose petals drifting upward toward elegant calligraphy of the Prophet’s name, soft gold halo around it."
Daily Duas,Answering the Adhan,لَا حَوْلَ وَلَا قُوَّةَ اِلَّا بِاللهِ,"Repeat each phrase of the Adhan after the Mu'adhin, EXCEPT when he says 'Hayya 'alas-salaah' (Hasten to the prayer) and 'Hayya 'alal-falaah' (Hasten to real success) — for those two, respond instead with: 'Laa hawla wa laa quwwata illa billaah' (There is no might nor power except with Allah).","Narrated Abu Sa`id Al-Khudri (RA): Allah's Messenger (ﷺ) said, ""Whenever you hear the Adhan, say what the Mu'adhin is saying."" Full Adhan response provided in app: Mu'adhin says: Allahu Akbar (four times) - You say: Allahu Akbar (four times); etc. Including Fajr addition: As-salatu khayrun minan-nawm.","A minaret silhouette against a pale dawn sky, soft circular waves of sound radiating outward over a sleeping city."
Daily Duas,Dua after Adhaan,اَللّٰهُمَّ رَبَّ هٰذِهِ الدَّعْوَةِ التَّآمَّةِ، وَالصَّلَاةِ الْقَآئِمَةِ، اٰتِ مُحَمَّدًا الْوَسِيْلَةَ وَالْفَضِيْلَةَ، وَابْعَثْهُ مَقَامًا مَّحْمُوْدَا الَّذِىْ وَعَدْتَهٗ، اِنَّكَ لَا تُخْلِفُ الْمِيْعَادَ,"Oh Allah! Lord of this perfect call and this prayer to be established, grant Muhammad Al-wasilah (a high and special place in Jannah) and Al-fadheelah (a rank above the rest of creation) and raise him to a praised platform which you have promised him. [Verily You do not neglect promises].","Narrated Jabir bin Abdullah (RA): Allah's Messenger said: Whoever after listening to the Adhan says: Allahumma Rabba hadhihi-dda watit-tammah, was-salatil qa'imah, ati Muhammadan al-wasilata wal-fadilah, wa bath-hu maqaman mahmudan-il-ladhi waadtahu — then my intercession for him will be allowed on the Day of Resurrection.","A warm wooden mosque doorway opening onto a soft inner light, a figure stepping over the threshold with hands raised."
Daily Duas,Dua Qunoot,اَللّٰهُمَّ اهْدِنَا فِيْمَنْ هَدَيْتَ,Two narrated versions of Dua Qunoot. Either may be recited in the witr prayer. Tap through to view each.,"Narrated Al-Hasan ibn Ali (RA): The Messenger of Allah taught me some words that I say during the witr. O Allah, guide me among those Thou hast guided, grant me security among those Thou hast taken into Thy charge, bless me in what Thou hast given, guard me from the evil of what Thou hast decreed.","Standing figure in prayer with hands raised, a single luminous drop of mercy reflecting moonlight beside them."
Daily Duas,Janaza Prayer,سُبْحَانَكَ اَللّٰهُمَّ وَبِحَمْدِكَ,Funeral prayer. Recite each section after its corresponding Takbir.,"It was narrated that Abu Hurairah (RA) said: When the Messenger of Allah offered the funeral prayer he would say: Allahummaghfir li-hayyina wa mayyitina, wa shahidina wa ghaibina, wa saghirina wa kabirina, wa dhakarina wa unthana. Allahumma man ahyaytahu minna fa-ahyihi alal-Islam, wa man tawaffaytahu minna fa-tawaffahu alal-iman.","Concentric rings of pilgrims circling the Kaaba in soft golden light, a single figure with hand raised in greeting."
Daily Duas,Visiting the Graves,اَلسَّلَامُ عَلَيْكُمْ اَهْلَ الدِّيَارِ مِنَ الْمُؤْمِنِيْنَ وَالْمُسْلِمِيْنَ، وَاِنَّاۤ اِنْ شَآءَ اللهُ بِكُمْ لَاحِقُوْنَ، نَسْاَلُ اللهَ لَنَا وَلَكُمُ الْعَافِيَةَ,"Peace be upon you, people of this abode, from among the believers and those who are Muslims, and we, by the Will of Allah, shall be joining you. I ask Allah to grant us and you strength.","It was narrated from Sulaiman bin Buraidah that his father said: The Messenger of Allah used to teach them, when they went out to the graveyard, to say: As-salamu alaykum ahlad-diyar minal-muminina wal-muslimin, wa inna insha Allah bikum lahiqun, nasalul-laha lana wa lakumul-afiyah (Peace be upon you, O inhabitants of the abodes, believers and Muslims, and we will join you soon if Allah wills. We ask Allah for well-being for us and for you).","Two figures meeting on a soft path, hands placed gently over their hearts, a warm halo of greeting between them."
Daily Duas,On Journey,سُبْحَانَ الَّذِىْ سَخَّرَ لَنَا هٰذَا,Two narrated versions. Recite either when setting out on a journey.,"Narrated Ali ibn AbuTalib: Ali ibn Rabia said: I was present with Ali while a beast was brought to him to ride. When he put his foot in the stirrup, he said: In the name of Allah. Then when he sat on its back, he said: Praise be to Allah. He then said: Glory be to Him Who has made this subservient to us, for we had not the strength, and to our Lord do we return.","Open desert road at sunrise, a traveller silhouette beside a vehicle, distant mountains and a rising sun on the horizon."
Daily Duas,Return From Journey,اَللهُ اَكْبَرُ سُبْحَانَ الَّذِىْ سَخَّرَ لَنَا هٰذَا وَمَا كُنَّا لَهٗ مُقْرِنِيْنَ، وَاِنَّاۤ اِلٰى رَبِّنَا لَمُنْقَلِبُوْنَ. اَللّٰهُمَّ اِنَّا نَسْاَلُكَ فِىْ سَفَرِنَا هٰذَا الْبِرَّ وَالتَّقْوٰى، وَمِنَ الْعَمَلِ مَا تَرْضٰى، اَللّٰهُمَّ هَوِّنْ عَلَيْنَا سَفَرَنَا هٰذَا وَاطْوِ عَنَّا بُعْدَهٗ، اَللّٰهُمَّ اَنْتَ الصَّاحِبُ فِى السَّفَرِ، وَالْخَلِيْفَةُ فِى الْاَهْلِ، اَللّٰهُمَّ اِنِّيْۤ اَعُوْذُ بِكَ مِنْ وَّعْثَآءِ السَّفَرِ، وَكَآبَةِ الْمَنْظَرِ، وَسُوْٓءِ الْمُنْقَلَبِ فِى الْمَالِ وَالْاَهْلِ. اٰئِبُوْنَ، تَآئِبُوْنَ، عَابِدُوْنَ، لِرَبِّنَا حَامِدُوْنَ,"Allah is the Most Great ×3. Glory is to Him Who has provided this for us though we could never have had it by our efforts. Surely, unto our Lord we are returning. O Allah, we ask You on this our journey for goodness and piety, and for works that are pleasing to You. O Allah, lighten this journey for us and make its distance easy for us. O Allah, You are our Companion on the road and the One in Whose care we leave our family. O Allah, I seek refuge in You from this journey hardships, and from the wicked sights in store and from finding our family and property in misfortune upon returning. We return repentant to our Lord, worshipping our Lord, and praising our Lord.","Ibn Umar reported: Whenever Allah Messenger mounted his camel to set out on a journey, he would glorify Allah three times, then say this dua. And when he returned, he would add: We return, repentant, worshipping our Lord, and praising Him.","Open desert road at sunrise, a traveller silhouette beside a vehicle, distant mountains and a rising sun on the horizon."
Daily Duas,When Sneezing,اَلْحَمْدُ لِلهِ,All praise is for Allah.,"Narrated Abu Huraira: The Prophet said, Allah loves sneezing but dislikes yawning; so if anyone of you sneezes and then praises Allah, every Muslim who hears him (praising Allah) has to say Tashmit to him. But as regards yawning, it is from Satan, so if one of you yawns, he should try his best to stop it, for when anyone of you yawns, Satan laughs at him.","A simple wooden table with bread, dates, and a cup of water, hands gently raised in gratitude above the meal."
Daily Duas,When Hearing Someone Sneeze,يَرْحَمُكَ اللهُ,May Allah have mercy on you.,"Narrated Abu Huraira (RA): The Prophet said, Allah likes sneezing and dislikes yawning, so if someone sneezes and then praises Allah, then it is obligatory on every Muslim who heard him, to say: May Allah be merciful to you (Yar-hamuka-l-lah). But as regards yawning, it is from Satan, so one must try one best to stop it, if one says Ha when yawning, Satan will laugh at him.","A simple wooden table with bread, dates, and a cup of water, hands gently raised in gratitude above the meal."
Daily Duas,Sneezers Replies Back,يَهْدِيْكُمُ اللهُ وَيُصْلِحُ بَالَكُمْ,May Allah guide you and rectify your condition.,"Abu Hurairah (RA) reported the prophet as saying: When one of you sneezes, he should say: Praise be to Allah in every circumstance, and his brother or his companion should say: May Allah have mercy on you! And he should then reply: May Allah guide you and set right your affairs.","A simple wooden table with bread, dates, and a cup of water, hands gently raised in gratitude above the meal."
Daily Duas,For Good Health,اَسْاَلُ اللهَ الْعَظِيْمَ، رَبَّ الْعَرْشِ الْعَظِيْمِ، اَنْ يَّشْفِيَكَ,"I ask Almighty Allah, Lord of the Magnificent Throne, to make you well.","Narrated Abdullah ibn Abbas (RA): The Prophet said: If anyone visits a sick whose time (of death) has not come, and says with him (seven times): I ask Allah, the Mighty, the Lord of the mighty Throne, to cure you; Allah will cure him from that disease.","A hand gently resting over a softly-lit chest, warm healing light radiating outward through the limbs."
Daily Duas,Cure of any Illness,اَذْهِبِ الْبَاْسَ رَبَّ النَّاسِ، وَاشْفِ اَنْتَ الشَّافِىْ، لَا شِفَآءَ اِلَّا شِفَآؤُكَ، شِفَآءً لَّا يُغَادِرُ سَقَمًا,"O Lord of the people, remove this pain and cure it, You are the one who cures and there is no one besides You who can cure, grant such a cure that no illness remains.","Narrated Aisha (RA): The Prophet used to treat some of his wives by passing his right hand over the place of ailment and used to say, O Lord of the people! Remove the difficulty and bring about healing as You are the Healer. There is no healing but Your Healing, a healing that will leave no ailment.","A figure with head softly bowed beneath a heavy cloud, a single beam of light breaking through and reaching their shoulders."
Daily Duas,Placing Children under Allah's Protection,اُعِيْذُكُمَا بِكَلِمَاتِ اللهِ التَّآمَّةِ، مِنْ كُلِّ شَيْطَانٍ وَّهَامَّةٍ، وَمِنْ كُلِّ عَيْنٍ لَّآمَّةٍ,"I seek protection for you in the Perfect Words of Allah from every devil and every beast, and from every envious blameworthy eye.","Narrated Ibn Abbas (RA): The Prophet used to seek Refuge with Allah for Al-Hasan and Al-Husain and say: Your forefather (i.e. Ibrahim) used to seek Refuge with Allah for Ishmail and Ishaq by reciting the following: O Allah! I seek Refuge with Your Perfect Words from every devil and from poisonous pests and from every evil, harmful, envious eye.","An open Quran on a wooden rehl with a soft gold ray rising from the page, hands gently cupped to receive it."
Daily Duas,Dua for the Parents,رَبَّنَا اغْفِرْ لِيْ وَلِوَالِدَىَّ وَلِلْمُؤْمِنِيْنَ يَوْمَ يَقُوْمُ الْحِسَابُ. رَّبِّ ارْحَمْهُمَا كَمَا رَبَّيٰنِيْ صَغِيْرًا,"Our Lord! Forgive me and my parents, and (all) the believers on the Day when the reckoning will be established. My Lord! Have mercy on them both as they did care for me when I was young.","Narrated Ibn Mas'ud (RA): A man asked the Prophet: What deeds are the best? The Prophet said: 1. To perform the (daily compulsory) prayers at their (early) stated fixed times, 2. to be good and dutiful to one's own parents, 3. and to participate in Jihad in Allah's Cause. — A man will be raised in status in Paradise and will say: Where did this come from? And it will be said: From your son's praying for forgiveness for you. — Mu'awiyah bin Jahimah As-Sulami: Jahimah came to the Prophet and said: O Messenger of Allah! I want to go out and fight (in Jihad) and I have come to ask your advice. He said: Do you have a mother? He said: Yes. He said: Then stay with her, for Paradise is beneath her feet.","A small silhouette holding two larger silhouettes’ hands beneath a soft halo of light, gentle blossoms around them."
Daily Duas,Dhikr 1,سُبْحَانَ اللهِ وَبِحَمْدِهٖ، سُبْحَانَ اللهِ الْعَظِيْمِ,"How perfect Allah is and I praise Him. How perfect Allah is, The Supreme.","Narrated Abu Huraira (RA): Allah's Messenger said, (The following are) two words (sentences or utterances) that are very easy for the tongue to say, and very heavy in the balance (of reward), and most beloved to the Gracious Almighty (And they are): Subhan Allahi wa bi-hamdihi; Subhan Allahi-l-Adhim.","A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Daily Duas,Dhikr 2,اَللّٰهُمَّ اِنَّكَ عَفُوٌّ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّىْ,"O Allah You are The One Who pardons greatly, and loves to pardon, so pardon me.","It was narrated from Aisha (RA) that she said: O Messenger of Allah, what do you think I should say in my supplication, if I come upon Laylatul-Qadr? He said: Say: 'Allahumma innaka 'afuwwun tuhibbul-'afwa, fa'fu 'anni (O Allah, You are Forgiving and love forgiveness, so forgive me).","A pair of open hands raised in quiet supplication beneath a soft halo of light, prayer beads resting nearby."
Daily Duas,Dhikr 3,لَا حَوْلَ وَلَا قُوَّةَ اِلَّا بِاللهِ,There is no might nor power except with Allah.,"Narrated Abu Musa (RA): We were in the company of the Prophet on a journey, and whenever we ascended a high place, we used to say Takbir (in a loud voice). The Prophet said, O people! Be kind to yourselves, for you are not calling upon a deaf or an absent one, but You are calling an All-Hearer, and an All-Seer. Then he came to me as I was reciting silently, La haul a wala quwwata illa bil-lah. He said, O Abdullah bin Qais! Say: La haul a walaquwata illa bil-lah, for it is one of the treasures of Paradise. Or he said, Shall I tell you a word which is one of the treasures of Paradise? It is: La haul a wala quwwata illa bil-lah.","Open desert road at sunrise, a traveller silhouette beside a vehicle, distant mountains and a rising sun on the horizon."
Daily Duas,Dhikr 4,سُبْحَانَ اللهِ، وَالْحَمْدُ لِلهِ، وَلَا اِلٰهَ اِلَّا اللهُ، وَاللهُ اَكْبَرُ,"Glory be to Allah, All Praise is for Allah, There is No God but Allah, Allah is the Greatest.","Abu Huraira (RA) reported: The Messenger of Allah said: The words: SubhanAllah (Glory be to Allah), Alhamdulillah (All praise is due to Allah), La ilaha illallah (There is no god but Allah), Allahu Akbar (Allah is the Greatest), (above words) are more beloved to me than everything over which the sun rises.","Calligraphy of the Kalimah glowing in the sky, chains of slavery breaking and falling toward the earth below."
Daily Duas,Dhikr 5 - One in Distress,لَا إِلَٰهَ إِلَّا أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,"There is none worthy of worship except You, Glory to You, Indeed I have been of the transgressors.","Ibrahim bin Muhammad bin Sa'd (RA) narrated from his father, from Sa'd that the Messenger of Allah ﷺ said: The supplication of Dhun-Nun (Prophet Yunus) when he supplicated, while in the belly of the whale, was: La ilaha illa anta subhaanaka inni kuntu minaz-zalimin. So indeed, no Muslim man supplicates with it for anything, ever, except Allah responds to him.","A small lone figure within softly-lit deep blue water, a single ray of mercy piercing the dark from above."
Daily Duas,Seek Refuge,اَللّٰهُمَّ اِنِّيْۤ اَعُوْذُ بِكَ مِنْ عَذَابِ الْقَبْرِ، وَمِنْ عَذَابِ جَهَنَّمَ، وَمِنْ فِتْنَةِ الْمَحْيَا وَالْمَمَاتِ، وَمِنْ شَرِّ فِتْنَةِ الْمَسِيْحِ الدَّجَّالِ,"O Allah, I seek refuge in You from the punishment of the grave, and from the punishment of Hell-fire, and from the trials of life and death, and from the evil of the trial of the False Messiah.","Narrated Abu Huraira (RA): Allah's Messenger used to invoke (Allah): Allahumma ini a'udhu bika min 'adhabi-l-Qabr, wa min 'adhabi-nnar, wa min fitnati-l-mahya wal-mamat, wa min fitnati-l-masih ad-dajjal. O Allah! I seek refuge with you from the punishment in the grave and from the punishment in the Hell fire and from the afflictions of life and death, and the afflictions of Al-Masih Ad-Dajjal. — Abu Huraira reported: The Messenger of Allah said: When any one of you utters tashahhud (in prayer) he must seek refuge with Allah from four (trials) and should thus say: O Allah! I seek refuge with Thee from the torment of the Hell, from the torment of the grave, from the trial of life and death and from the evil of the trial of Masih al-Dajjal (Antichrist).","A simple white-shrouded form at peace under a soft starlit sky, a gentle column of mercy-light descending from above."
Daily Duas,Leaving all affair to Allah,حَسْبُنَا اللهُ وَنِعْمَ الْوَكِيْلُ,Allah is sufficient for us and the best of those on whom to depend.,"Narrated Ibn Abbas (RA): 'Allah is Sufficient for us and He Is the Best Disposer of affairs,' was said by Abraham (A.S) when he was thrown into the fire; and it was said by Muhammad when they (i.e. hypocrites) said, 'A great army is gathering against you, therefore, fear them,' but it only increased their faith and they said: 'Allah is Sufficient for us, and He is the Best Disposer (of affairs, for us).'",A small figure standing calmly inside soft flames that have turned to gentle gardens of light around them.
Daily Duas,The Greatest Name Of Allah,اَللّٰهُمَّ اِنِّيْۤ اَسْاَلُكَ بِاَنَّكَ اَنْتَ اللهُ، اَلْاَحَدُ الصَّمَدُ، الَّذِيْ لَمْ يَلِدْ وَلَمْ يُوْلَدْ، وَلَمْ يَكُنْ لَّهٗ كُفُوًا اَحَدٌ,"O Allah! I ask You by virtue of Your being Allah, the One, the Self-Sufficient Master, Who begets not nor was begotten, and there is none co-equal or comparable to Him.","It was narrated from Abdullah bin Buraidah (RA) that his father said: The Prophet heard a man say: Allahumma! Inni as'aluka bi-annaka Antallahul-Ahadus-Samad, alladhi lam yalid wa lam yuwlud, wa lam yakun lahu kufuwan ahad (O Allah! I ask You by virtue of Your being Allah, the One, the Self-Sufficient Master, Who begets not nor was begotten, and there is none co-equal or comparable to Him). The Messenger of Allah (saas) said: He has asked Allah by His Greatest Name, which if He is asked thereby He gives, and if He is called upon thereby He answers.","A vast night sky filled with soft golden calligraphy of Allah’s names, the central name glowing slightly brighter."
Daily Duas,When Breaking Fast,ذَهَبَ الظَّمَاُ، وَابْتَلَّتِ الْعُرُوْقُ، وَثَبَتَ الْاَجْرُ اِنْ شَآءَ اللهُ,"The thirst has quenched and left wetness and with the will of Allah, reward is proven (certain).","Marwan ibn Salim al-Muqaffa (RA) said: I saw Ibn Umar holding his beard with his hand and cutting what exceeded the handful of it. He (Ibn Umar) said that the Prophet said when he broke his fast: Thirst has gone, the arteries are moist, and the reward is sure, if Allah wills.","A figure walking briskly between two soft golden hills under a clear sky, the Kaaba glowing in the distance."
Daily Duas,Protection from Hellfire,اَللّٰهُمَّ اَجِرْنِىْ مِنَ النَّارِ,"O Allah, save me from the fire.","It was narrated that Anas bin Malik (RA) said: The Messenger of Allah said: Whoever asks Allah for Paradise three times, Paradise will say: O Allah, admit him to Paradise. And whoever seeks protection from Hell three times, Hell will say: O Allah, protect him from the Fire.","Cupped hands raised toward a soft pearl gate of Jannah above, a dim red glow of fire receding harmlessly below."
Daily Duas,Fear of Shirk,اَللّٰهُمَّ اِنِّيْۤ اَعُوْذُ بِكَ اَنْ اُّشْرِكَ بِكَ وَاَنَا اَعْلَمُ، وَاَسْتَغْفِرُكَ لِمَا لَاۤ اَعْلَمُ,"O Allah, I seek refuge in You lest I associate anything with You knowingly, and I seek Your forgiveness for what I know not.","Maqil bin Yasar (RA) said that he came to the Prophet with Abu Bakr (RA). He said, O Abu Bakr, polytheism enters your people more quietly (secretly) than the movement of ants. Abu Bakr (RA) asked, Is there a kind of polytheism besides associating anything with Allah? The Prophet said, By him who has my life in his power, polytheism is more concealed than the movement of ants. Shall I not teach you something which if you say will eliminate minor or major (polytheism)? He then said, Say O Allah! I seek refuge in you lest I associate anything with you while I know it, and I seek your forgiveness for what I do not know.","Hands cupped in repentance, soft drops of forgiving light falling from above onto the open palms."
Daily Duas,Any Difficult Affairs,اَللّٰهُمَّ لَا سَهْلَ اِلَّا مَا جَعَلْتَهٗ سَهْلًا، وَاَنْتَ تَجْعَلُ الْحَزْنَ اِذَا شِئْتَ سَهْلًا,"O Allah, there is no ease except in that which You have made easy, and You make the difficulty, if You wish, easy.",Narrated Anas bin Maalik (RA) that the Prophet said in another narration: the Prophet used to supplicate saying: Allahumma la sahla illa ma ja`altahu sahla wa anta taj`al ul-hazna idha shi'ta sahla.,"A figure with head softly bowed beneath a heavy cloud, a single beam of light breaking through and reaching their shoulders."
Daily Duas,Anxiety and Sorrow,اَللّٰهُمَّ اِنِّيْۤ اَعُوْذُ بِكَ مِنَ الْهَمِّ وَالْحَزَنِ، وَالْعَجْزِ وَالْكَسَلِ، وَالْبُخْلِ وَالْجُبْنِ، وَضَلَعِ الدَّيْنِ وَغَلَبَةِ الرِّجَالِ,"O Allah! I seek refuge with You from worry and grief, from incapacity and laziness, from cowardice and miserliness, from being heavily in debt and from being overpowered by (other) men.","Narrated Anas bin Malik: The Prophet used to say, O Allah! I seek refuge with You from worry and grief, from incapacity and laziness, from cowardice and miserliness, from being heavily in debt and from being overpowered by (other) men.","A figure with head softly bowed beneath a heavy cloud, a single beam of light breaking through and reaching their shoulders."
Daily Duas,Having Relation with Wife,بِسْمِ اللهِ، اَللّٰهُمَّ جَنِّبْنَا الشَّيْطَانَ، وَجَنِّبِ الشَّيْطَانَ مَا رَزَقْتَنَا,"In the Name of Allah, O Allah! Keep us away from Satan and keep Satan away from what You have bestowed upon us. And if Allah has ordained a child for them, Satan will never harm him.","Narrated Ibn Abbas (RA): The Prophet said, If anyone of you, when intending to have a sexual intercourse with his wife, says: Bismillah, Allahumma jannibna-sh-shaitan, wa jannibi-sh-shaitan ma razaqtana, and if the couple are destined to have a child (out of that very sexual intercourse), then Satan will never be able to harm that child.","A soft warm doorway of a home in twilight, two silhouettes paused before it with hands raised in gentle remembrance."
Daily Duas,Entering the Market,لَا اِلٰهَ اِلَّا اللهُ وَحْدَهٗ لَا شَرِيْكَ لَهٗ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ، يُحْيِىْ وَيُمِيْتُ، وَهُوَ حَيٌّ لَّا يَمُوْتُ، بِيَدِهِ الْخَيْرُ، وَهُوَ عَلٰى كُلِّ شَىْءٍ قَدِيْرٌ,"There is no god but Allah, alone with no partner. To Him belongs all dominion and to Him belongs all praise. He gives life and causes death. He is Living and does not die. In His Hand is all good, and He is over all things able.","Allah shall record a million good deeds for him, wipe a million evil deeds away from him, and raise a million ranks for him.","A soft silhouette stepping into a covered bazaar at dawn, lanterns glowing above stalls, hands raised in quiet remembrance."
Daily Duas,When Visiting Sick,لَا بَاْسَ طَهُوْرٌ اِنْ شَآءَ اللهُ,"Do not worry, it will be a purification (for you) Allah willing.","Narrated Ibn Abbas (RA): The Prophet went to visit a sick bedouin. Whenever the Prophet went to a patient, he used to say to him, Don't worry, if Allah will, it will be expiation (for your sins). The bedouin said, You say expiation? No, it is but a fever that is boiling or harassing an old man and will lead him to his grave without his will. The Prophet said, Then, yes, it is so.","A figure with head softly bowed beneath a heavy cloud, a single beam of light breaking through and reaching their shoulders."
Daily Duas,Salatul Istikhara,اَللّٰهُمَّ اِنِّيْۤ اَسْتَخِيْرُكَ بِعِلْمِكَ، وَاَسْتَقْدِرُكَ بِقُدْرَتِكَ، وَاَسْاَلُكَ مِنْ فَضْلِكَ الْعَظِيْمِ، فَاِنَّكَ تَقْدِرُ وَلَاۤ اَقْدِرُ، وَتَعْلَمُ وَلَاۤ اَعْلَمُ، وَاَنْتَ عَلَّامُ الْغُيُوْبِ. اَللّٰهُمَّ اِنْ كُنْتَ تَعْلَمُ اَنَّ هٰذَا الْاَمْرَ خَيْرٌ لِّيْ فِيْ دِيْنِيْ وَمَعَاشِيْ وَعَاقِبَةِ اَمْرِيْ، فَاقْدُرْهُ لِيْ وَيَسِّرْهُ لِيْ ثُمَّ بَارِكْ لِيْ فِيْهِ. وَاِنْ كُنْتَ تَعْلَمُ اَنَّ هٰذَا الْاَمْرَ شَرٌّ لِّيْ فِيْ دِيْنِيْ وَمَعَاشِيْ وَعَاقِبَةِ اَمْرِيْ فَاصْرِفْهُ عَنِّيْ وَاصْرِفْنِيْ عَنْهُ، وَاقْدُرْ لِىَ الْخَيْرَ حَيْثُ كَانَ ثُمَّ ارْضِنِيْ بِهٖ,"O Allah, I seek Your guidance (in making a choice) by virtue of Your knowledge, and I seek ability by virtue of Your power, and I ask You of Your great bounty. You have power, I have none. And You know, I do not know, and You are the Knower of hidden things. O Allah, if in Your knowledge this matter (then it should be mentioned by name) is good for me both in this world and in the Hereafter (or in my religion, my livelihood and my affairs), then ordain it for me, make it easy for me, and bless it for me. And if in Your knowledge it is bad for me and for my religion, my livelihood and my affairs (or in this world and the next) then turn it away from me and turn me away from it, and ordain for me the good wherever it may be and make me pleased with it.","Narrated Jabir bin Abdullah (RA): The Prophet used to teach us the way of doing Istikhara (means to ask Allah to guide one to the right sort of action concerning any job or a deed), in all matters as he taught us the Suras of the Qur'an. He said: If anyone of you thinks of doing any job he should offer a two rak'at prayer other than the compulsory ones and say (after the prayer) [the above dua]. The Prophet added that then the person should name (mention his need).","A figure standing at a quiet crossroads under a starry sky, a single bright guiding star directly above the path ahead."
40 Rabbana Duas,Rabanna Quranic Dua 1,رَبَّنَا تَقَبَّلْ مِنَّاۤ اِنَّكَ اَنْتَ السَّمِيْعُ الْعَلِيْمُ,"Our Lord, accept [this] from us. Indeed You are the Hearing, the Knowing.",You can recite this du'a whenever you would like for Allah to accept whatever good you've just done. Du'a Prophet Ibrahim recited after building the Kaaba with his son.,"Calligraphic word “Rabbana” glowing softly in the centre of an open page, light streaming outward like gentle rays."
